attendance_id,student_id,enrollment_no,subject_id,subject_name,faculty_id,lecture_date,lecture_number,day_name,department_code,semester_no,academic_year,attendance_status
4574,STU000012,2023010012,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4575,STU000013,2023010013,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4576,STU000013,2023010013,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4577,STU000014,2023010014,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4578,STU000014,2023010014,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4579,STU000015,2023010015,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,A
4580,STU000015,2023010015,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,A
4581,STU000016,2023010016,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4582,STU000016,2023010016,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4583,STU000017,2023010017,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4584,STU000017,2023010017,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4585,STU000018,2023010018,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,A
4586,STU000018,2023010018,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4587,STU000019,2023010019,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4588,STU000019,2023010019,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4589,STU000020,2023010020,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4590,STU000020,2023010020,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4591,STU000021,2023010021,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4592,STU000021,2023010021,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4593,STU000022,2023010022,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4594,STU000022,2023010022,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4595,STU000023,2023010023,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4596,STU000023,2023010023,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4597,STU000024,2023010024,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4598,STU000024,2023010024,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4599,STU000025,2023010025,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4600,STU000025,2023010025,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4601,STU000026,2023010026,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4602,STU000026,2023010026,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,A
4603,STU000027,2023010027,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4604,STU000027,2023010027,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4605,STU000028,2023010028,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4606,STU000028,2023010028,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4607,STU000029,2023010029,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,A
4608,STU000029,2023010029,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4609,STU000030,2023010030,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4610,STU000030,2023010030,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4611,STU000031,2023010031,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4612,STU000031,2023010031,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4613,STU000032,2023010032,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4614,STU000032,2023010032,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4615,STU000033,2023010033,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4616,STU000033,2023010033,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4617,STU000034,2023010034,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4618,STU000034,2023010034,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4619,STU000035,2023010035,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4620,STU000035,2023010035,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4621,STU000036,2023010036,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,A
4622,STU000036,2023010036,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4623,STU000037,2023010037,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4624,STU000037,2023010037,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4625,STU000038,2023010038,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4626,STU000038,2023010038,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4627,STU000039,2023010039,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4628,STU000039,2023010039,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4629,STU000040,2023010040,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4630,STU000040,2023010040,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,A
4631,STU000041,2023010041,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4632,STU000041,2023010041,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4633,STU000042,2023010042,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4634,STU000042,2023010042,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4635,STU000043,2023010043,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,A
4636,STU000043,2023010043,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4637,STU000044,2023010044,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4638,STU000044,2023010044,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4639,STU000045,2023010045,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4640,STU000045,2023010045,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4641,STU000046,2023010046,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4642,STU000046,2023010046,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4643,STU000047,2023010047,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4644,STU000047,2023010047,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4645,STU000048,2023010048,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4646,STU000048,2023010048,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,A
4647,STU000049,2023010049,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4648,STU000049,2023010049,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4649,STU000050,2023010050,SUB0050,Software Engineering,FAC005,2026-08-03,19,Monday,1,7,2026-2027,P
4650,STU000050,2023010050,SUB0053,Deep Learning,FAC008,2026-08-03,19,Monday,1,7,2026-2027,P
4651,STU000001,2023010001,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4652,STU000002,2023010002,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4653,STU000003,2023010003,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4654,STU000004,2023010004,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4655,STU000005,2023010005,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4656,STU000006,2023010006,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4657,STU000007,2023010007,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4658,STU000008,2023010008,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4659,STU000009,2023010009,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4660,STU000010,2023010010,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,A
4661,STU000011,2023010011,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4662,STU000012,2023010012,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4663,STU000013,2023010013,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4664,STU000014,2023010014,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4665,STU000015,2023010015,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4666,STU000016,2023010016,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4667,STU000017,2023010017,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4668,STU000018,2023010018,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,A
4669,STU000019,2023010019,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4670,STU000020,2023010020,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4671,STU000021,2023010021,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4672,STU000022,2023010022,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4673,STU000023,2023010023,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4674,STU000024,2023010024,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4675,STU000025,2023010025,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4676,STU000026,2023010026,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,A
4677,STU000027,2023010027,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4678,STU000028,2023010028,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4679,STU000029,2023010029,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4680,STU000030,2023010030,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4681,STU000031,2023010031,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4682,STU000032,2023010032,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4683,STU000033,2023010033,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4684,STU000034,2023010034,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,A
4685,STU000035,2023010035,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4686,STU000036,2023010036,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4687,STU000037,2023010037,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4688,STU000038,2023010038,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4689,STU000039,2023010039,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4690,STU000040,2023010040,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4691,STU000041,2023010041,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4692,STU000042,2023010042,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4693,STU000043,2023010043,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4694,STU000044,2023010044,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4695,STU000045,2023010045,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4696,STU000046,2023010046,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4697,STU000047,2023010047,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4698,STU000048,2023010048,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4699,STU000049,2023010049,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,P
4700,STU000050,2023010050,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-08-04,7,Tuesday,1,7,2026-2027,A
4701,STU000001,2023010001,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4702,STU000002,2023010002,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4703,STU000003,2023010003,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4704,STU000004,2023010004,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4705,STU000005,2023010005,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4706,STU000006,2023010006,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4707,STU000007,2023010007,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4708,STU000008,2023010008,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4709,STU000009,2023010009,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4710,STU000010,2023010010,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4711,STU000011,2023010011,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4712,STU000012,2023010012,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4713,STU000013,2023010013,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4714,STU000014,2023010014,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4715,STU000015,2023010015,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4716,STU000016,2023010016,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4717,STU000017,2023010017,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4718,STU000018,2023010018,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4719,STU000019,2023010019,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4720,STU000020,2023010020,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4721,STU000021,2023010021,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4722,STU000022,2023010022,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4723,STU000023,2023010023,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4724,STU000024,2023010024,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4725,STU000025,2023010025,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4726,STU000026,2023010026,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4727,STU000027,2023010027,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4728,STU000028,2023010028,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4729,STU000029,2023010029,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4730,STU000030,2023010030,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4731,STU000031,2023010031,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4732,STU000032,2023010032,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4733,STU000033,2023010033,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4734,STU000034,2023010034,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4735,STU000035,2023010035,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4736,STU000036,2023010036,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4737,STU000037,2023010037,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4738,STU000038,2023010038,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4739,STU000039,2023010039,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4740,STU000040,2023010040,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4741,STU000041,2023010041,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4742,STU000042,2023010042,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4743,STU000043,2023010043,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4744,STU000044,2023010044,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4745,STU000045,2023010045,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4746,STU000046,2023010046,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4747,STU000047,2023010047,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4748,STU000048,2023010048,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4749,STU000049,2023010049,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,A
4750,STU000050,2023010050,SUB0054,Natural Language Processing,FAC009,2026-08-04,13,Tuesday,1,7,2026-2027,P
4751,STU000001,2023010001,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4752,STU000002,2023010002,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4753,STU000003,2023010003,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4754,STU000004,2023010004,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4755,STU000005,2023010005,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4756,STU000006,2023010006,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4757,STU000007,2023010007,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4758,STU000008,2023010008,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4759,STU000009,2023010009,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4760,STU000010,2023010010,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4761,STU000011,2023010011,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4762,STU000012,2023010012,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4763,STU000013,2023010013,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4764,STU000014,2023010014,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4765,STU000015,2023010015,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4766,STU000016,2023010016,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,A
4767,STU000017,2023010017,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4768,STU000018,2023010018,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4769,STU000019,2023010019,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4770,STU000020,2023010020,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4771,STU000021,2023010021,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4772,STU000022,2023010022,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4773,STU000023,2023010023,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4774,STU000024,2023010024,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4775,STU000025,2023010025,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4776,STU000026,2023010026,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4777,STU000027,2023010027,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,A
4778,STU000028,2023010028,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4779,STU000029,2023010029,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4780,STU000030,2023010030,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4781,STU000031,2023010031,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4782,STU000032,2023010032,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4783,STU000033,2023010033,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4784,STU000034,2023010034,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,A
4785,STU000035,2023010035,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4786,STU000036,2023010036,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4787,STU000037,2023010037,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4788,STU000038,2023010038,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4789,STU000039,2023010039,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4790,STU000040,2023010040,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4791,STU000041,2023010041,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4792,STU000042,2023010042,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4793,STU000043,2023010043,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4794,STU000044,2023010044,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4795,STU000045,2023010045,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4796,STU000046,2023010046,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4797,STU000047,2023010047,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4798,STU000048,2023010048,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4799,STU000049,2023010049,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,A
4800,STU000050,2023010050,SUB0053,Deep Learning,FAC008,2026-08-04,20,Tuesday,1,7,2026-2027,P
4801,STU000001,2023010001,SUB0051,Human Computer Interaction,FAC006,2026-08-05,14,Wednesday,1,7,2026-2027,P
4802,STU000001,2023010001,SUB0054,Natural Language Processing,FAC009,2026-08-05,14,Wednesday,1,7,2026-2027,P
